PharmagkbID	Drug Names	Approved
PA164749056	danazol|Cyclomen|Anatrol|Chronogyn|Danocrine	True
PA166119201	daniquidone|batracylin	False
PA449208	dantrolene|Dantroleno [INN-Spanish]|Dantrolene Sodium|Dantrolenum [INN-Latin]|Dantrium Intravenous|Dantrium	True
PA164712673	Dantrolene and derivatives	False
PA164749109	dapiprazole|Rev-Eyes	False
PA449211	dapsone|P,P-Sulfonylbisbenzenamine|N, N'-Diphenyl Sulfondiamide|P,P'-Diaminodiphenyl Sulfone|Dds, Diaphenylsulfone|Diaphenylsulphon|Diphenasone|DDS|Sulfonyldianiline|Sulphonyldianiline|Diaphenylsulfon|Diaminodiphenyl Sulfone|Diamino-diphenyl sulphone|Diaphenylsulfone|Dapsonum|Diaphenylsulphone|P, P'-Sulfonyldianiline|DSS|Dapson|Acedapsone|Metabolite C|Diaminodifenilsulfona|P,P-Diaminodiphenyl Sulphone|P,P-Sulphonylbisbenzamine|DADPS|P,P-Sulphonyldianiline|P,P-Sulphonylbisbenzenamine|Sulphadione|P-Aminophenyl Sulfone|Dds, Pharmaceutical|P,P-Sulfonylbisbenzamine|Araldite Ht|Eporal|Diphone|Avlosulphone|Sulfona|Sulfona-Mae|Recolip|Sulfone Ucb|Sumicure S|Dimitone|Avlosulfone|Croysulphone|Sulphon-Mere|Normet|Dubronax|Sulfon-Mere|Croysulfone|ICI|Udolac|Sulfanona-Mae|Novophone|Sulfadione|Tarimyl|Avlosulfon|Dumitone	True
PA164768820	daptomycin|LY 146032|Cubicin	True
PA165884699	darapladib	False
PA164743138	darbepoetin alfa|Epoetin|Erythropoietin precursor|Aranesp	True
PA164774901	darifenacin|Emselex|Enablex	True
PA163522472	darunavir|Darunavirum [INN-latin]|TMC-114|UIC-94017|TMC114|AIDS073035|Prezista	True
PA162372878	dasatinib|BMS-354825|Sprycel	True
PA449212	daunorubicin|Rubomycin C|Daunorubicin Hydrochloride|Daunorubicinum [INN-Latin]|DM1|Daunoxome|Acetyladriamycin|Rcra Waste No. U059|Daunamycin|Daunorubicin, Hydrochloride|Anthracyline|Daunomycin, Hydrochloride|Antibiotics From Streptomyces Coeruleorubidus|Cerubidine|Rubidomycin Hydrochloride|Daunarubicinum|Daunoblastin|Daunomycin|Daunorubicin Hcl|Daunomycin Hydrochloride|Rp 13057 Hydrochloride|Daunorubicine|Rubidomycin|Ondena|Leukaemomycin C|Daunorrubicina|Cerubidin	True
PA166122486	db-289	False
PA452616	debrisoquine|Debrisoquin hemisulfate|Debrisoquina [inn-spanish]|Debrisoquine sulfate|Debrisoquinum [inn-latin]|Isocaramidine sulfate|debrisoquin|Isocaramidine|Debrisochinum|Debrisoquin sulfate|Tendor|Equitonil|Declinax	False
PA164747980	decamethonium|Decamethonum|Syncurine|Lopac-D-1260	True
PA164749631	decitabine|DAC|Azadc|Dezocitidine|5-aza-2'-deoxycytidine|Dacogen	True
PA164712674	Decongestants And Antiallergics	False
PA164712675	Decongestants And Other Nasal Preparations For Topical Use	False
PA164760843	deferasirox|Deferasiroxum [inn-latin]|ICL 670|Exjade	True
PA166118041	deferiprone	False
PA164746490	deferoxamine|Desferrioxamine|Deferoxamin|Deferrioxamine B|Deferrioxamine|DFOA|DFO|N-Benzoylferrioxamine B|Deferoxamine B|Desferrioxamine B|DF B|Deferoxamide B|DFOM|Deferoxamine mesylate|Deferoxaminum|Desferan|Desferal|Desferrin|Desferin|Desferex|Desferral	True
PA164749105	defibrotide|Prociclide|Noravid|Dasovas	False
PA165958373	degarelix|Firmagon	True
PA449223	delavirdine|SPP|DLV|Bhap Der|Rescriptor	True
PA164745610	demecarium bromide	False
PA164745513	demeclocycline|Perciclina|Demethylchlortetracyclinum|Demetraclin|Diuciclin|Tri-demethylchlortetracycline|Declomycin|Demeclocycline hydrochloride|Demeclocyclinum [INN-Latin]|Demethylchlortetracyclin|Demeclociclina [INN-Spanish]|Novotriclina|Bioterciclin|DMCT|Ledermycin|Ledermycin hydrochloride|7-Chloro-6-demethyltetracycline|6-Demethyl-7-chlorotetracycline|Demeclocycline HCL|Demeclor|Elkamicina|Demethylchlortetracycline|Deganol|Mexocine|Demethylchlortetracycline hydrochloride|Sumaclina|6-Demethylchlorotetracycline|Methylchlorotetracycline|DMCT (antibiotic)|Demethylchlorotetracycline|Clortetrin|Demeclocycline [USAN:BAN]	True
PA164750594	denileukin diftitox|DT|Diphtheria toxin precursor|NAD(+--diphthamide ADP- ribosyltransferase)|Ontak	True
PA166048634	denosumab|615258-40-7|immunoglobulin g2, anti-(human osteoclast differentiation factor) (human monoclonal amg162 heavy chain), disulfide with human monoclonal amg162 light chain, dimer|xgeva|847987-83-1|prolia|unii-4eqz6yo2hi|amg 162	True
PA164712676	Dermatologicals	False
PA164742966	deserpidine|Deserpidinum [INN-Latin]|Deserpidin|Desepridine|Deserpidina [INN-Spanish]|Deserpine|Deresperine|Desmethoxyreserpine|Recanescine|Raunorine|Aescin|Enduronyl|Reserpidine|Harmonyl|Recanescin|Canescin|Raunormine|Tranquinil|beta-Escin|Raunormin|Canescine	True
PA164749136	desflurane|Desflurano [INN-Spanish]|Desfluranum [INN-Latin]|Suprane	True
PA449233	desipramine|Desipramin|DMI|Demethylimipramine|Monodemethylimipramine|Norimipramine|Methylaminopropyliminodibenzyl|Desimipramine|Desipramine Hcl|Desimpramine|Desmethylimipramine|Dimethylimipramine|Norpramine|Dezipramine|Norpramin|Pertrofane|Pentofran|Pertofran|Sertofran	True
PA164747478	deslanoside|Deacetyllanatoside C|Cedilanid-d	True
PA164776964	desloratadine|Descarboethoxyoratidine|Desloratidine|Descarboethoxyloratadine|NeoClarityn|Clarinex Reditabs|Aerius|Claramax|Clarinex	True
PA165817936	desmethylastemizole	False
PA134687941	desmethylcitalopram	False
PA165946746	desmethylnortriptyline	False
PA449237	desmopressin|1-Deamino-8-D-arginine vasopressin|1-Desamino-8-d-arginine-vasopressin|DDAVP|Desmopressinum [INN-Latin]|Desmopressin acetate|Desmopressine [INN-French]|1-Desamino-8-D-arginine vasopressin|Desmopresina [INN-Spanish]|Concentraid|Adiuretin|Stimate	True
PA449238	desogestrel|Desogestrelum [INN-Latin]|Cyclessa|Mircette|Cerazette|Desogen|Kariva	True
PA164776996	desonide|Tridesilon|Desocort|Desowen|Desilux	True
PA164746011	desoximetasone|Topicort|Topicort LP	True
PA449245	desoxycorticosterone pivalate|Deoxycortolone Pivalate|Desoxycortone Pivalate|DTMA|Deoxycorticosterone Pivalate|Deoxycortone Trimethylacetate|Deoxycorticosterone Trimethylacetate|DOCP|Deoxycortone Pivalate|Desoxycorticosterone Trimethylacetate|Percorten Pivalate|Percorten|Percorten M|Cortexone M|Neodin-Depositum	True
PA165958374	desvenlafaxine|Pristiq	True
PA164712677	Detoxifying agents for antineoplastic treatment	False
PA449247	dexamethasone|Dexamethasone Acetate|Fluormethylprednisolone|Desametasone|Dexametasona [INN-Spanish]|Dexamethasone Alcohol|Dexamethasone Sodium Phosphate|Dexamethasonum [INN-Latin]|DEX|Dexamethazone|DXM|Dxms|Desamethasone|Desametasone [Dcit]|Dexamethasone Base|Lokalison F|Oradexon|Dexaltin|Azium|Dexacort|Dextelan|Loverine|Decagel|Dexone 1.5|Dezone|Hexadecadrol|Prednisolon F|Dexair|Dekacort|Hl-Dex|Dergramin|Bisu Ds|Dexa-Scheroson|Dexalona|Decadron|Aeroseb-Dex|Isopto-Dex|Anaflogistico|Dexason|Dexone 0.75|Dexacidin|Dexa-Sine|Deronil|Desameton|Dexone 0.5|Dexonium|Visumetazone|Decaspray|Fortecortin|Corsone|Decalix|Dectancyl|Dexamonozon|Dexaprol|Hexadrol Elixir|Dexamethasone Intensol|Dexa|Prednisolone F|Decasone|Pet Derm Iii|Dexa Mamallet|Aphtasolon|Dexa-Cortisyl|Dexapos|Auxiron|Dex-Ide|Dexinolon|Ocu-Trol|Dexa-Cortidelt|Aeroseb-D|Adexone|Dexacortin|Desadrene|Dexapolcort|Luxazone|Fluormone|Mediamethasone|Decadron-La|Dexafarma|Decaderm|Spoloven|Dexameth|Deseronil|Dexasone|Mexidex|Sunia Sol D|Dexacortal|Millicorten|Posurdex|Maxitrol|Maxidex|Deltafluorene|Dinormon|Hexadrol|Decacortin|Superprednol|Corson|Hexadrol Tablets|Mymethasone|Cortisumman|Dexone 4|Gammacorten|Dexone|IontoDex|Turbinaire|Dexadeltone|Dexa-Mamallet|Calonat|Aphthasolone|Fluorocort|Dexacen-4|Sk-Dexamethasone|Decadron Tablets, Elixir|Dexinoral|Decacort|Pet-Derm Iii|Policort	True
PA164746251	dexbrompheniramine|D-Brompheniramine|Parabromdylamine|Parabromodylamine|Ilvin	False
PA164747936	dexfenfluramine|Dexfenfluraminum [Latin]|Levofenfluramine [INN]|Dexafenfluramine|Levofenfluraminum [Latin]|Dexfenfluramina [Spanish]|L-Fenfluramine|Dexfenfluramine Hydrochloride|D-Fenfluramine|Dextrofenfluramine|Levofenfluramina [Spanish]|(s)-fenfluramine|(+)-fenfluramine|Levofenfluramine|Redux|Adifax	False
PA166049174	dexibuprofen	False
PA166049175	dexketoprofen	False
PA166110257	dexlansoprazole	True
PA449256	dexmedetomidine|Medetomidine|Medetomidina [Spanish]|Medetomidinum [Latin]|PRECEDEX	True
PA10054	dexmethylphenidate|D-methylphenidate|Ritadex|Focalin	True
PA449259	dexrazoxane|Dexrazoxanum [INN-Latin]|Razoxanum [INN-Latin]|Dextrorazoxane|Desrazoxane|Dexrazoxano [INN-Spanish]|icrf-187|Razoxana [INN-Spanish]|Razoxane|Eucardion|Razoxin|Cardioxane|Tepirone|Troxozone|Zinecard|Dyzoxane	True
PA449261	dextran	False
PA449269	dextroamphetamine|(s)-(+)-amphetamine|(s)-(+)-beta-phenylisopropylamine|(+)-alpha-methylphenethylamine|(2S)-1-phenylpropan-2-amine|Dexamfetaminum [inn-latin]|D-amphetamine|(2S)-(+)-Amphetamine|D-am|(+)-phenaminum|d-1-Phenyl-2-aminopropan [German]|Dexamfetamina [inn-spanish]|(s)-alpha-methylbenzeneethanamine|D-1-Phenyl-2-aminopropan|(+)-amphetamine|(+)-alpha-methylphenylethylamine|D-(+)-amphetamine|(S)-1-Phenyl-2-propanamine|D-alpha-methylphenethylamine|Dextroamphetamine sulfate|(S)-1-phenyl-2-aminopropane|Dexamphetaminum [inn-latin]|Dexamphetamine|D-(s)-amphetamine|D-2-Amino-1-phenylpropane|(+)-(s)-amphetamine|Dextroamphetamine|1-Methyl-2-phenylethylamine|S(+)-amphetamine|(s)-alpha-methylphenethylamine|(s)-alpha-phenylethylamine|(S)-1-phenyl-2-propylamine|Desamfetamina|Dexamfetamine|(s)-amphetamine|Dexanfetamina [inn-spanish]|D-1-Phenyl-2-aminopropane|Dexedrine Spansule|Sympamin|Dextrostat|Dephadren|Dexidrine|Dexadrine|Dexedrine|Amsustain|Desoxyn|Dexacaps	True
PA449273	dextromethorphan|Demorphine|Dexyromethorphan|Demorphan|Destrometerfano [Dcit]|Levometorfano [INN-Spanish]|Delta-Methorphan|Levomethorphanum [INN-Latin]|Dextrometorfano [INN-Spanish]|D-Methorphan Hydrobromide|Dextromethorphan Bromide|L-Methorphan|Levomethorphan|Levomethorphan [Ban:Dcf:Inn]|Demorphan Hydrobromide|D-Methorphan|Dextromethorphan Bromhydrate|Dextromethorfan [Czech]|Dextromorphan|Levomethorphane [INN-French]|Dextrometorphan|Balminil DM Children|Vicks 44 Cough Relief|Diabe-Tuss DM Syrup|Pertussin CS Children's Strength|Robitussin Pediatric Cough Suppressant|Trocal|Creo-Terpin|Novahistine DM|Robitussin Maximum Strength Cough Suppressant|Novahistex DM|Cough-X|Delsym Cough Formula|Dormetan|Benylin DM for Children|Sucrets 4 Hour Cough Suppressant|Romilar|Canfodion|Cosylan|Hold DM|Triaminic DM Long Lasting for Children|Benylin DM|Robitussin Pediatric|Balminil DM|Methorate Hydrobromide|Benylin Pediatric Cough Suppressant|Antussan|Benylin DM for Children 12 Hour|Benylin DM 12 Hour|Pertussin DM Extra Strength|Koffex DM|Medicon|Metrorat|Benylin Adult Formula Cough Suppressant|Calmylin #1|Hihustan M.|Delsym|Methorphan|Tusilan|Dormethan|Tussade	True
PA164752444	dextrothyroxine|d-thyroxine|Choloxin|Dynothel|Lisolipin|Eulipos	True
PA164746059	dezocine|Dezocina [INN-Spanish]|Dezocinum [INN-Latin]|Dalgan	True
PA164712678	Diagnostic Agents	False
PA164712680	Diagnostic Radiopharmaceuticals	False
PA164712681	Diaminopyrimidines	False
PA449281	diatrizoate|Amidotrizoate|Urografin acid|Diatrizoate sodium|Amidotrizoic Acid|Methalamic acid|Diatrizoic acid sodium salt|Diatriazoate|Meglumine diatrizoate|Diatrizoate sodium salt|Sodium diatrizoate|Urogranoic acid|Diatrizoic acid|Sodium amidotrizoate|Renografin 76|Urovison|Hypaque|Reno-dip|Gastrografin|Vascoray|Angiovist 282|Urovist Cysto|Urovist Sodium 300|Conray 35|Cardiografin|Diat|Urovist Cysto Pediatric|Odiston|Triombrine|Iothalamate|Triombrin|Urotrast	True
PA449283	diazepam|DAP|Methyldiazepinone|Tranqdyn|Paceum|Plidan|Tranquirit|Tranquo-Tablinen|Stesolin|Seduxen|Seduksen|Amiprol|Setonil|Stesolid|Diazemulus|E-Pam|Tensopam|Neurolytril|Alboral|Diazepan|Quetinil|Serenack|Duxen|Morosan|Ansiolisina|Dipezona|Kabivitrum|Calmocitene|Freudal|Servizepam|Dipam|Pms-Diazepam|Vatran|Calmpose|Diapam|Dialar|Paranten|Tranquo-Puren|Kiatrium|Q-Pam Relanium|Unisedil|Dialag|Renborin|Armonil|Quiatril|Relanium|Apo-Diazepam|Diastat|Aliseum|Apaurin|An-Ding|Sibazone|Alupram|Solis|Ceregulart|Sedapam|Usempax Ap|Diazepam Intensol|Novazam|Faustan|Pacitran|Valium|Liberetas|Relaminal|Bensedin|Saromet|Sedipam|Diacepan|Gewacalm|Valrelease|Tranquase|Diazemuls|Valeo|Vival|Q-Pam|Pro-Pam|Bialzepam|Serenamin|Valitran|Eurosan|Atilen|Apozepam|Velium|Tranimul|Quievita|LA III|Zetran|Serenzin|Umbrium|Dizac|Paxate|Sonacon|Lembrol|Novo-Dipam|Assival|Zipan|Gihitan|Vivol|Dienpax|Levium|Atensine|Valaxona|Diazetard|Cercine|Evacalm|Ruhsitus|Sibazon|Eridan||Mandrozep|Noan|La-Iii|Duksen|Valiquid|Frustan|Ansiolin|Domalium|Lamra|Paxel	True
PA164712682	Diazepines, oxazepines and thiazepines	False
PA449285	diazoxide|Hypertonalum|Eudemine|Proglicem|Mutabase|Dizoxide|Hyperstat|Proglycem	True
PA164712683	Dibenzo-bicyclo-octadiene derivatives	False
PA449286	dibucaine|Dibucaine hydrochloride|Nupercainal|Cinchocaine HCL|Dibucaine base|Dibucain|Nupercaine|cinchocaine hydrochloride|Dermacaine|Cinchocaine|Sovcaine|Heavy Solution Nupercaine	True
PA164712684	Dichloroacetamide derivatives	False
PA165947835	dichloroacetic acid|DCA|dichloroacetate	False
PA164745512	dichlorphenamide|Dichlorophenamide|Diclofenamidum [INN-Latin]|Diclofenamida [INN-Spanish]|Dichlorphenamid|Dichlofenamide|4,5-dicholorobenzene-1,3-disulfonamide|Diclofenamide|Antidrasi|Dasanide|Glaucol|Daranide|Oratrol	True
PA449293	diclofenac|Diclofenac Acid|Diclofenac Potassium|ISV-205|Diclofenac Sodium|Novapirina|ProSorb-D|Dicloreum|Diclo-Phlogont|Kriplex|Voltaren Ophthalmic|Voltaren Rapide|Assaren|Ecofenac|Pennsaid|Voltaren-XR|Delphimix|Novo-Difenac SR|Xenid|Dyloject|Valetan|Dichlofenac|Apo-Diclo|Dichronic|Solaraze|Diclobenin|Diclord|Tsudohmin|Allvoran|Primofenac|Voltaren|Solaraze T|Benfofen|Rhumalgan|Voldal|Effekton|Nu-Diclo|Cataflam|Diclo-Puren|Voltarol|Duravolten|Neriodin|Voltaren SR|Dolobasan|Novo-Difenac|Prophenatin|Voltaren Ophtha	True
PA164749649	dicloxacillin|Dicloxacillinum [INN-Latin]|Diclossacillina [DCIT]|Dicloxacillin Sodium|Dicloxacilline [INN-French]|Dicloxacilin|Dicloxacilina [INN-Spanish]|Dicloxacycline|Pathocil|Maclicine|Dycill|Dynapen	True
PA449298	dicumarol|Bishydroxycoumarin|Dicoumarol|BHC|Bis-Hydroxycoumarin|Dicoumarin|Acavyl|Antitrombosin|Cuma|Dufalone|Dicumol|Cumid|Trombosan|Acadyl|Dicumarine|Dikumarol|Baracoumin|Dicoumal|Dicumaol R|Temparin|Dicuman|Kumoran|Melitoxin	True
PA164744928	dicyclomine|Mamiesan|Diocyl|Formulex|Bentylol Hydrochloride|Diocyl Hydrochloride|Dicyclomine Hcl|Bentomine|Atumin|Dicycloverinum [INN-Latin]|Bentyl Hydrochloride|Di-Syntramine|Kolantyl Hydrochloride|Dicycloverin Hydrochloride|Wyovin|Bentyl|Dicyclomine Hydrochloride|Dicicloverina [INN-Spanish]|Merbentyl|Diethylaminocarbethoxybicyclohexyl Hydrochloride|Bentylol|Dyspas|Dicycloverine|Dicycloverine Hydrochloride|Wyovin Hydrochloride|Dicycloverin|Oxityl-P|Procyclomin|Sawamin|Spasmoban	True
PA449301	didanosine|DDI|Dideoxyinosine|Videx EC|Videx	True
PA164745534	dienestrol|Dehydrostilbestrol|Dienoestrol|Dienesterol|Dehydrostilboestrol|Oestrasid|Synestrol|Oestrovis|Willnestrol|Oestroral|Cycladiene|Estroral|DV|Dinovex|Follormon|Oestrodiene|Estragard|Gynefollin|Oestrodienol|Hormofemin|Isodienestrol|Retalon|Dinestrol|Agaldog|Dienol|Sexadien|Dienoestrol BP|Estraguard|para-Dien|Estrodienol|Teserene|Restrol	True
PA164712685	Diet Formulations For Treatment Of Obesity	False
PA164748883	diethylcarbamazine|Ethodryl|Diethyl carbamazine|Carbilazine|Carbamazine|Ditrazine base|Hetrazan|Notezine|Caricide|Cypip|Decacide|Spatonin|Caracide|Banocide|Bitirazine	True
PA164778098	diethylpropion|Diethylcathinone|Amfepramone Hydrochloride|DEA No. 1610|alpha-Diethylaminopropiophenone|Amphepramonum hydrochloride|Diethylpropion HCL|Diethylpropione hydrochloride|Diethylpropion Hydrochloride|Anfepramona [INN-Spanish]|alpha-Benzoyltriethylamine|Amfepramone HCL|Diethylpropione|Amfepramonum [INN-Latin]|Obesitex|Silutin|Prefamone|Neobes|Amphepramon|Keramik|Keramin|Adiposon|Dobesin|Reginon|Anorex|Regenon|Cegramine|Tenuate|Danylen|Frekentine|Moderatan|Nopropiophenone|Tylinal|Tenuate hydrochloride|Tepanil Ten-tab|Amfepramon|Anfamon|Amfepramone|Tepanil|Tenuate Dospan|Derfon|Amphepramone|Magrene|Modulor|Parabolin|Regenon hydrochloride	True
PA449307	diethylstilbestrol|DEB|Percutatrine oestrogenique iscovesco|Rcra waste number U089|trans-Diethylstilbesterol|DES|Diethylstilboesterol|trans-Diethylstilbestrol|trans-Diethylstilboesterol|Dietilestilbestrol|Diethylstilbesterol|Diethylstilbestrol BP|Pabestrol|Stilboefral|Stilbestrol|Climaterine|Estromenin|Synestrin|Oestrol vetag|Domestrol|Synthoestrin|Hi-Bestrol|Syntofolin|neo-Oestranol 1|Stilbetin|Tylosterone|Agostilben|Bio-des|Cyren A|Follidiene|Comestrol estrobene|Sintestrol|Dawe's destrol|DiBestrol 2 Premix|Stilphostrol|Tampovagan stilboestrol|Estril|Antigestil|Bufon|Cyren|Idroestril|Estrogenine|Grafestrol|Acnestrol|Dibestrol|Protectona|Serral|Sexocretin|Synthofolin|Destrol|Stilbestroform|Menostilbeen|Stil|Stilbofollin|Dicorvin|Oestrogenine|Stilbol|Sibol|Stilbofolin|Di-Estryl|Stil-Rol|Estrosyn|Milestrol|Vagestrol|Sedestran|Makarol|strobene|Estilbin MCO|Oestromenin|Synthestrin|Iscovesco|Stilboestrol|Comestrol|Neo-Oestranol I|Rumestrol 2|Rumestrol 1|Estrobene|Oestromienin|Stilkap|Estilben|Stilbestrone|Gynopharm|Desma|Oestromensyl|Micrest|Fonatol|Diastyl|Microest|Stilboestroform|Oestromon|Dyestrol|New-Estranol 1|Distilbene|Oestromensil|Palestrol|OeKolp|Stibilium	True
PA134653756	diflomotecan	False
PA164749408	diflorasone|Diflorasone Diacetate|Florone E|Maxiflor|Florone|Psorcon	True
PA449313	diflunisal|Dolobil|Difludol|Dolisal|Fluniget|Flustar|Dolobid|Dolobis|Flovacil|Fluodonil|Adomal	True
PA165958405	difluprednate|difluoroprednisolone butyrate acetate|dfba|Durezol	True
PA164712687	Digestives, Incl. Enzymes	False
PA452244	digitalis glycosides	False
PA449316	digitoxin|Digitoksin|Digitalin|Digitoxoside|Digitoxinum|Tardigal|Unidigin|Crystodigin	True
PA449319	digoxin|Digitalis Glycoside|Dixina|Digacin|Cordioxil|Rougoxin|Lanacrist|Homolle's Digitalin|Neodioxanin|Cardoxin|Longdigox|Stillacor|Digitekt|SK-Digoxin|Cogoxin|Lanoxicaps|Lanoxin|Davoxin|Lanicor|Neo-Lanicor|Digoxin Pediatric|Dilanacin|Lanacordin|Vanoxin|Lenoxicaps|Dynamos|Dokim|Lenoxin|Eudigox	True
PA164769030	digoxin immune fab|Ig gamma-2A chain C region, A allele|DigiFab	False
PA164743028	dihydroergotamine|Dihydroergotaminum [INN-Latin]|Dihydroergotamine mesylate|9,10-dihydro-ergotamine|Dihydroergotamine monomethanesulfonate|Dihidroergotamina [INN-Spanish]|Dihydroergotamine methanesulfonate|Dergotamine|Ikaran|Verladyn|Endophleban|D.H.E.|D.H.E. 45|DHE-45|Agit|Ergont|DET MS|Tonopres|Orstanorm|Dihydergot|Dirgotarl|Ergotonin|Diergo|Angionorm|Ergomimet|Morena|Migranal	True
PA164752819	dihydroergotoxine	False
PA164712688	Dihydropyridine derivatives	False
PA164744345	dihydrotachysterol|Vitamin D4|Dihydrotachysterol|Dihydral|Antitanil|Parterol|DHT Intensol|Calcamine|Tachystin|Hytakerol|Dichystrolum|Dygratyl	False
PA164746763	dihydroxyaluminium	False
PA152530737	dilazep	False
PA165958413	diloxanide|diloxanide furoate	False
PA449334	diltiazem|d-cis-Diltiazem|Adizem|Diltia|Viazem|Citizem|Diladel|Endrydil|Incoril AP|Deltazen|Britiazim|Altiazem|Angizem|Acalix|Dilcontin|Nu-Diltiaz|Cormax|Dilacor|Dilzen|Herbesser|Masdil|Anoheal|Dilta-Hexal|Dilzem|Bruzem|Cartia XT|Cardizem CD|Tiazac XC|Calcicard|Syn-Diltiazem|Cardizem SR|Dilrene|Tiazac Tildiem|Cardizem|Dilpral|Tiamate|Anginyl|Dilacor-XR|Cardizen LA|Novo-Diltazem|Apo-Diltiaz|Dilt-cd|Tiazac|Dilticard	True
PA449338	dimenhydrinate|Diphenhydramine Theoclate|Diphenhydrinate|Gravol|Travelin|Xamamina|Reise-Engletten|Troversin|Novamine|Permital|Travelmin|Eldodram|Hydrinate|Dramyl|Amosyt|Dimenest|Diamarin|Aviomarin|Chloranautine|Supremal|Andramine|Dromyl|Dramamin|Dimentabs|Dramalen|Antemin|Teodramin|Anautine|Dimate|Dramilin|Gravinol|Vomex A|Dramarin|Neo-Navigan|Menhydrinate	True
PA165958406	dimercaprol|2,3-dimercapro|british anti-lewisite|2,3-dimercaptopropanol|bal|Dimercaprol|Bal In Oil Injection	True
PA165958420	dimethindene|dimethylp¿yrindene|(±)-dimet¿hindene|Foristal|Fenistil|Pecofenil|Fengel|Triten	False
PA449342	dimethyl sulfoxide|Dimethyl sulpoxide|Sulfinylbismethane|Methyl sulfoxide|Methylsulfinylmethane|Diemthyl sulfoxide|Dimethyl sulfur oxide|Dimethyl sulphoxide|Sulfinylbis-methane|Dimexidum|Sulfinyldimethane|Dimethyl sulfoxide BP|Gamasol 90|Dromisol|Hyadur|Kemsol|Dipirartril-tropico|Dermasorb|Doligur|Dimexide|Demsodrox|Dolicur|Domoso|Durasorb|Demasorb|Sclerosol|Topsym|Syntexan|Infiltrina|Decap|Deltan|Somipront|Demeso|Demavet|Rimso 50	True
PA164781385	dinoprost tromethamine|PGF2-alpha THAM|Prostin F2 Alpha|PGF2alpha THAM|Prostaglandin F2a tromethamine|Dinoprost, trometamol salt|Prostaglandin F2alpha tham|Prostaglandin F2-alpha THAM|Dinolytic|Pronalgon F|Ensaprost|Panacelan F tromethamine salt|Lutalyse|Prostalmon F|Zinoprost	True
PA449345	dinoprostone|PGE2|Dinoprostone Prostaglandin E2|Prostaglandin E2|Prostarmon E|Prepidil|Prostin E2|Prostin E|Cervidil|Propess	True
PA164712689	Dipeptidyl peptidase 4 (DPP-4) inhibitors	False
PA164748388	diphemanil methylsulfate|Prantal	True
PA449349	diphenhydramine|Diphenhydramine Salicylate|Diphenhydramine Hcl|o-benzhydryldimethylaminoethanol|2-diphenylmethoxy-n,n-demthylethanamine|Diphenhydramine Base|beta-dimethylaminoethyl benzhydryl ether|Diphenylhydramine|Ibiodral|Antomin|Drylistan|Syntodril|Diphen Cough|Hyadrine|Dylamon|Dermistina|Difenidramina|Dormarex 2|Dihidral|Twilite Caplets|Benzhydroamina|Sleep-Eze D|Allerdryl|Benadryl Allergy|Dryistan|Allergin|Aleryl|Hyrexin|Bena|Benzhydril|Siladryl|Banophen|Histaxin|Difedryl|Amidryl|Allergina|Benodin|Antitussive|Genahist|Benzhydryl|Diabenyl|Diphantine|Dimedryl|Etanautine|Benadryl|Difenhydramin|Banophen Caplets|Allergival|Bagodryl|Alledryl|Allergan B|Mephadryl|Aller-Med|Baramine|Dibondrin|Dibenil|Ambodryl|Benodine|Restamin|Sleep-Eze D Extra Strength|Belix|Allermax Caplets|Diphenhist Captabs|Benylan|Automin|Dimedrol|Rigidyl|Benadrin|Benylin|Benachlor|Rigidil|Dabylen|Nytol Quickcaps|Torinal|Silphen|Soverin|Antistominum|Ben-Allergin|Hydramine|Betramin|Dibendrin|Nausen|Allergical|Debendrin|Diphen|Probedryl|Benapon|Nervine Nighttime Sleep-Aid|Sominex|Novamina|Dermodrin|Unisom Sleepgels Maximum Strength|Nytol Quickgels|Vicks Formula 44|Diphenhist|Beldin|Diabylen|Benzhydraminum|Allergeval|Vena|Benadryl Preservative Free|Desentol|Medidryl|Syntedril|Benzhydramine|Benzantine|Compoz	True
PA164746037	diphenidol|Difenidol hydrochloride|Diphenidol HCl|Difenidol HCl|Difenidolum [INN-Latin]|Diphenidol hydrochloride|Difenidolo [DCIT]|Difenidol|Cephadol|Satanolon|Ansmin|Maniol|Vontrol|Verterge|Nometic|Celmidol|Avomol|Cerrosa|Yesdol	True
PA164746539	diphenoxylate|Diphenoxylatum [INN-Latin]|Diphenoxylate Hydrochloride|Diphenoxalate|Difenossilato [Dcit]|Dea No. 9170|Difenoxilato [INN-Spanish]|Lomotil	True
PA164712690	Diphenylbutylpiperidine derivatives	False
PA164712691	Diphenylmethane derivatives	False
PA164712692	Diphenylpropylamine derivatives	False
PA164746377	diphenylpyraline|Diphenylpyrilene|Diphenylpyralamine|Diphenylpyraline Hydrochloride|Hispril|Neargal|Hystryl|Belfene|Dafen|Dayfen|Histryl|Diafen|Histyn|Lyssipoll|Mepiben|Allergen	True
PA164712693	Diphtheria vaccines	False
PA449364	dipivefrin|Dipivefrin HCL|Dipivefrine|Ophtho-Dipivefrin|AKPro|Dipivefrin [USAN]|Propine|DPE|Dipivefrina [INN-Spanish]|Dipivefrinum [INN-Latin]|Propine C Cap B.I.D.	True
