PharmGKB Accession Id	Name	Generic Names	Trade Names	Brand Mixtures	Type	Cross-references	SMILES	Dosing Guideline	External Vocabulary
PA164752444	dextrothyroxine	"d-thyroxine"	"Choloxin","Dynothel","Lisolipin","Eulipos"		Drug/Small Molecule	"ChEBI:30659","DrugBank:DB00509","Drugs Product Database (DPD):2170299","PubChem Compound:853","PubChem Substance:93081","Web Resource:http://en.wikipedia.org/wiki/Dextrothyroxine"		No	"ATC:C10AX(Other lipid modifying agents)","ATC:H03AA(Thyroid hormones)","NDFRT:N0000020406(DEXTROTHYROXINE)","RxNorm:3292(Dextrothyroxine)","UMLS:C0011824(Dextrothyroxine)"
PA164746059	dezocine	"Dezocina [INN-Spanish]","Dezocinum [INN-Latin]"	"Dalgan"		Drug/Small Molecule	"ChEBI:4474","DrugBank:DB01209","KEGG Compound:C08010","KEGG Drug:D00838","PubChem Compound:40841","PubChem Substance:10210","Therapeutic Targets Database:DAP001100"		No	"ATC:N02AX(Other opioids)","MeSH:C010827(dezocine)","NDFRT:N0000147635(DEZOCINE)","RxNorm:22713(dezocine)","UMLS:C0057626(dezocine)"
PA164712678	Diagnostic Agents				Drug Class	null		No	"ATC:S01J(Diagnostic Agents)","ATC:V04(Diagnostic Agents)","NDFRT:N0000029164([DX000] DIAGNOSTIC AGENTS)","UMLS:C0358514([DX000] DIAGNOSTIC AGENTS)"
PA164712680	Diagnostic Radiopharmaceuticals				Drug Class	null		No	"ATC:V09(Diagnostic Radiopharmaceuticals)"
PA164712681	Diaminopyrimidines				Drug Class	null		No	"ATC:P01BD(Diaminopyrimidines)"
PA449281	diatrizoate	"Amidotrizoate","Urografin acid","Diatrizoate sodium","Amidotrizoic Acid","Methalamic acid","Diatrizoic acid sodium salt","Diatriazoate","Meglumine diatrizoate","Diatrizoate sodium salt","Sodium diatrizoate","Urogranoic acid","Diatrizoic acid","Sodium amidotrizoate"	"Renografin 76","Urovison","Hypaque","Reno-dip","Gastrografin","Vascoray","Angiovist 282","Urovist Cysto","Urovist Sodium 300","Conray 35","Cardiografin","Diat","Urovist Cysto Pediatric","Odiston","Triombrine","Iothalamate","Triombrin","Urotrast"	"Gastrografin Liq (Diatrizoate Meglumine + Diatrizoate Sodium)","Hypaque-M 76% (Diatrizoate Meglumine + Diatrizoate Sodium)","Hypaque-M Liq 76% Usp (Diatrizoate Meglumine + Diatrizoate Sodium)","Md-60 (Diatrizoate Meglumine + Diatrizoate Sodium)","Md-76 (Diatrizoate Meglumine + Diatrizoate Sodium)","Renocal-76 (Diatrizoate Meglumine + Diatrizoate Sodium)","Renografin-60 - Liq Iv (Diatrizoate Meglumine + Diatrizoate Sodium)","Renografin-60 Liq (Diatrizoate Meglumine + Diatrizoate Sodium)","Renografin-76 - Liq Iv (Diatrizoate Meglumine + Diatrizoate Sodium)","Renografin-76 Liq (Diatrizoate Meglumine + Diatrizoate Sodium)","Sinografin (Diatrizoate Meglumine + Meglumine Iodipamide)"	Drug/Small Molecule	"ChemSpider:2055","DrugBank:DB00271","Drugs Product Database (DPD):2237155","FDA Drug Label at DailyMed:02ff6501-cccc-4f7d-9988-856d4e169b0e","KEGG Drug:D01013","National Drug Code Directory:0407-0766-04","PubChem Compound:2140","PubChem Substance:46504704","Web Resource:http://en.wikipedia.org/wiki/Diatrizoate"		No	""ATC:V08AA(Watersoluble, nephrotropic, high osmolar X-ray contrast media)"","NDFRT:N0000147805(DIATRIZOATE)","RxNorm:3319(Diatrizoate)","UMLS:C0012004(Diatrizoate)"
PA449283	diazepam	"DAP","Methyldiazepinone"	"Tranqdyn","Paceum","Plidan","Tranquirit","Tranquo-Tablinen","Stesolin","Seduxen","Seduksen","Amiprol","Setonil","Stesolid","Diazemulus","E-Pam","Tensopam","Neurolytril","Alboral","Diazepan","Quetinil","Serenack","Duxen","Morosan","Ansiolisina","Dipezona","Kabivitrum","Calmocitene","Freudal","Servizepam","Dipam","Pms-Diazepam","Vatran","Calmpose","Diapam","Dialar","Paranten","Tranquo-Puren","Kiatrium","Q-Pam Relanium","Unisedil","Dialag","Renborin","Armonil","Quiatril","Relanium","Apo-Diazepam","Diastat","Aliseum","Apaurin","An-Ding","Sibazone","Alupram","Solis","Ceregulart","Sedapam","Usempax Ap","Diazepam Intensol","Novazam","Faustan","Pacitran","Valium","Liberetas","Relaminal","Bensedin","Saromet","Sedipam","Diacepan","Gewacalm","Valrelease","Tranquase","Diazemuls","Valeo","Vival","Q-Pam","Pro-Pam","Bialzepam","Serenamin","Valitran","Eurosan","Atilen","Apozepam","Velium","Tranimul","Quievita","LA III","Zetran","Serenzin","Umbrium","Dizac","Paxate","Sonacon","Lembrol","Novo-Dipam","Assival","Zipan","Gihitan","Vivol","Dienpax","Levium","Atensine","Valaxona","Diazetard","Cercine","Evacalm","Ruhsitus","Sibazon","Eridan",""Faustan,"","Mandrozep","Noan","La-Iii","Duksen","Valiquid","Frustan","Ansiolin","Domalium","Lamra","Paxel"		Drug/Small Molecule	"ChEBI:4494","ChEBI:49575","ChemSpider:2908","DrugBank:DB00829","Drugs Product Database (DPD):2247176","FDA Drug Label at DailyMed:554baee5-b171-4452-a50a-41a0946f956c","HET:DZP","KEGG Compound:C06948","KEGG Drug:D00293","National Drug Code Directory:0140-0005-01","PDB:DZP","PubChem Compound:3016","PubChem Substance:153142","PubChem Substance:46505210","Therapeutic Targets Database:DNC000549","Web Resource:http://en.wikipedia.org/wiki/Diazepam"	CN1c2ccc(cc2C(=NCC1=O)c3ccccc3)Cl	No	"ATC:N05BA(Benzodiazepine derivatives)","NDFRT:N0000146157(DIAZEPAM)","RxNorm:3322(Diazepam)","UMLS:C0012010(Diazepam)"
PA164712682	Diazepines, oxazepines and thiazepines				Drug Class	null		No	""ATC:N05AH(Diazepines, oxazepines and thiazepines)""
PA449285	diazoxide		"Hypertonalum","Eudemine","Proglicem","Mutabase","Dizoxide","Hyperstat","Proglycem"		Drug/Small Molecule	"ChEBI:4495","ChemSpider:2911","DrugBank:DB01119","Drugs Product Database (DPD):503347","IUPHAR Ligand:2409","KEGG Compound:C06949","KEGG Drug:D00294","National Drug Code Directory:0575-6000-01","PubChem Compound:3019","PubChem Substance:46508027","PubChem Substance:9164","Therapeutic Targets Database:DAP000956","Web Resource:http://en.wikipedia.org/wiki/Diazoxide"	CC1=Nc2ccc(cc2S(=O)(=O)N1)Cl	No	"ATC:C02DA(Thiazide derivatives)","ATC:V03AH(Drugs for treatment of hypoglycemia)","NDFRT:N0000147098(DIAZOXIDE)","RxNorm:3327(Diazoxide)","UMLS:C0012022(Diazoxide)"
PA164712683	Dibenzo-bicyclo-octadiene derivatives				Drug Class	null		No	"ATC:N05BD(Dibenzo-bicyclo-octadiene derivatives)"
PA449286	dibucaine		"Dibucaine hydrochloride","Nupercainal","Cinchocaine HCL","Dibucaine base","Dibucain","Nupercaine","cinchocaine hydrochloride","Dermacaine","Cinchocaine","Sovcaine","Heavy Solution Nupercaine"	"Nupercainal Antiseptic Crm (Dibucaine + Domiphen Bromide)","Proctol Ointment (Dibucaine Hydrochloride + Esculin + Framycetin Sulfate + Hydrocortisone)","Proctol Suppositories (Dibucaine Hydrochloride + Esculin + Framycetin Sulfate + Hydrocortisone)","Proctosedyl Ointment (Dibucaine Hydrochloride + Esculin + Framycetin Sulfate + Hydrocortisone)","Proctosedyl Sup (Dibucaine Hydrochloride + Esculin + Framycetin Sulfate + Hydrocortisone)","Proctosedyl Suppositories (Dibucaine Hydrochloride + Esculin + Framycetin Sulfate + Hydrocortisone)","Proctosone Ont (Dibucaine Hydrochloride + Esculin + Hydrocortisone Acetate + Neomycin Sulfate)","Proctosone Sup (Dibucaine Hydrochloride + Esculin + Hydrocortisone Acetate + Neomycin Sulfate)","Ratio-Proctosone (Dibucaine Hydrochloride + Esculin + Framycetin Sulfate + Hydrocortisone (Hydrocortisone Acetate))","Sab-Proctomyxin Hc Suppositories (Dibucaine Hydrochloride + Esculin + Framycetin Sulfate + Hydrocortisone)","Sandoz Proctomyxin Hc (Dibucaine Hydrochloride + Esculin + Framycetin Sulfate + Hydrocortisone)"	Drug/Small Molecule	"BindingDB:50017687","ChEBI:247956","ChemSpider:2917","DrugBank:DB00527","Drugs Product Database (DPD):2242528","KEGG Compound:C07879","KEGG Drug:D00733","PubChem Compound:3025","PubChem Substance:10081","PubChem Substance:46506734","Therapeutic Targets Database:DAP000507","Web Resource:http://en.wikipedia.org/wiki/Dibucaine"	CCCCOc1cc(c2ccccc2n1)C(=O)NCCN(CC)CC	No	"ATC:C05AD(Local anesthetics)","NDFRT:N0000147191(DIBUCAINE)","RxNorm:3339(Dibucaine)","UMLS:C0012050(Dibucaine)"
PA164712684	Dichloroacetamide derivatives				Drug Class	null		No	"ATC:P01AC(Dichloroacetamide derivatives)"
PA165947835	dichloroacetic acid	"DCA","dichloroacetate"			Drug/Small Molecule	"ChEBI:36386","DrugBank:DB08809","KEGG Compound:C11149","Web Resource:http://en.wikipedia.org/wiki/Dichloroacetic_acid"	OC(=O)C(Cl)Cl	No	"NDFRT:N0000147360(DICHLOROACETIC ACID)","UMLS:C0600203(DICHLOROACETIC ACID)"
PA164745512	dichlorphenamide	"Dichlorophenamide","Diclofenamidum [INN-Latin]","Diclofenamida [INN-Spanish]","Dichlorphenamid","Dichlofenamide",""4,5-dicholorobenzene-1,3-disulfonamide"","Diclofenamide"	"Antidrasi","Dasanide","Glaucol","Daranide","Oratrol"		Drug/Small Molecule	"BindingDB:10883","ChEBI:101085","ChemSpider:2930","DrugBank:DB01144","HET:I7A","KEGG Compound:C07459","KEGG Drug:D00518","PDB:I7A","PubChem Compound:3038","PubChem Substance:46505039","PubChem Substance:9662","Therapeutic Targets Database:DAP000601","Web Resource:http://en.wikipedia.org/wiki/Dichlorphenamide"		No	"ATC:S01EC(Carbonic anhydrase inhibitors)","NDFRT:N0000146279(DICHLORPHENAMIDE)","RxNorm:3353(Dichlorphenamide)","UMLS:C0012086(Dichlorphenamide)"
PA449293	diclofenac	"Diclofenac Acid","Diclofenac Potassium","ISV-205","Diclofenac Sodium"	"Novapirina","ProSorb-D","Dicloreum","Diclo-Phlogont","Kriplex","Voltaren Ophthalmic","Voltaren Rapide","Assaren","Ecofenac","Pennsaid","Voltaren-XR","Delphimix","Novo-Difenac SR","Xenid","Dyloject","Valetan","Dichlofenac","Apo-Diclo","Dichronic","Solaraze","Diclobenin","Diclord","Tsudohmin","Allvoran","Primofenac","Voltaren","Solaraze T","Benfofen","Rhumalgan","Voldal","Effekton","Nu-Diclo","Cataflam","Diclo-Puren","Voltarol","Duravolten","Neriodin","Voltaren SR","Dolobasan","Novo-Difenac","Prophenatin","Voltaren Ophtha"		Drug/Small Molecule	"BindingDB:13066","ChEBI:4507","ChemSpider:2925","DrugBank:DB00586","Drugs Product Database (DPD):2241225","FDA Drug Label at DailyMed:a0a86ecf-e6fe-4c85-ac60-f62fd63e2590","HET:DIF","KEGG Compound:C01690","National Drug Code Directory:0781-5017-01","PDB:DIF","PubChem Compound:3033","PubChem Substance:46504644","PubChem Substance:4831","Therapeutic Targets Database:DAP000620","Web Resource:http://en.wikipedia.org/wiki/Diclofenac"	c1ccc(c(c1)CC(=O)O)Nc2c(cccc2Cl)Cl	No	"ATC:D11AX(Other dermatologicals)","ATC:M01AB(Acetic acid derivatives and related substances)",""ATC:M02AA(Antiinflammatory preparations, non-steroids for topical use)"",""ATC:S01BC(Antiinflammatory agents, non-steroids)"","NDFRT:N0000147806(DICLOFENAC)","RxNorm:3355(Diclofenac)","UMLS:C0012091(Diclofenac)"
PA164749649	dicloxacillin	"Dicloxacillinum [INN-Latin]","Diclossacillina [DCIT]","Dicloxacillin Sodium","Dicloxacilline [INN-French]","Dicloxacilin","Dicloxacilina [INN-Spanish]","Dicloxacycline"	"Pathocil","Maclicine","Dycill","Dynapen"		Drug/Small Molecule	"ChEBI:4511","ChemSpider:17358","DrugBank:DB00485","FDA Drug Label at DailyMed:65c3e99b-ec77-416c-ad70-596d6f0a9c31","KEGG Compound:C06950","KEGG Drug:D02348","National Drug Code Directory:0781-2248-01","PubChem Compound:18381","PubChem Substance:46508182","PubChem Substance:9165","Therapeutic Targets Database:DAP000435","Web Resource:http://en.wikipedia.org/wiki/Dicloxacillin"		No	"ATC:J01CF(Beta-lactamase resistant penicillins)","NDFRT:N0000147807(DICLOXACILLIN)","RxNorm:3356(Dicloxacillin)","UMLS:C0012093(Dicloxacillin)"
PA449298	dicumarol	"Bishydroxycoumarin","Dicoumarol","BHC","Bis-Hydroxycoumarin","Dicoumarin"	"Acavyl","Antitrombosin","Cuma","Dufalone","Dicumol","Cumid","Trombosan","Acadyl","Dicumarine","Dikumarol","Baracoumin","Dicoumal","Dicumaol R","Temparin","Dicuman","Kumoran","Melitoxin"		Drug/Small Molecule	"BindingDB:35525","ChEBI:4513","DrugBank:DB00266","KEGG Compound:C00796","KEGG Drug:D03798","PubChem Compound:653","PubChem Substance:4054","Therapeutic Targets Database:DAP000768","Web Resource:http://en.wikipedia.org/wiki/Dicumarol"		No	"NDFRT:N0000147021(DICUMAROL)","RxNorm:1598(Dicumarol)","UMLS:C0005640(Dicumarol)"
PA164744928	dicyclomine		"Mamiesan","Diocyl","Formulex","Bentylol Hydrochloride","Diocyl Hydrochloride","Dicyclomine Hcl","Bentomine","Atumin","Dicycloverinum [INN-Latin]","Bentyl Hydrochloride","Di-Syntramine","Kolantyl Hydrochloride","Dicycloverin Hydrochloride","Wyovin","Bentyl","Dicyclomine Hydrochloride","Dicicloverina [INN-Spanish]","Merbentyl","Diethylaminocarbethoxybicyclohexyl Hydrochloride","Bentylol","Dyspas","Dicycloverine","Dicycloverine Hydrochloride","Wyovin Hydrochloride","Dicycloverin","Oxityl-P","Procyclomin","Sawamin","Spasmoban"		Drug/Small Molecule	"BindingDB:50010101","ChEBI:4514","ChemSpider:2934","DrugBank:DB00804","Drugs Product Database (DPD):392820","FDA Drug Label at DailyMed:ac145b81-5f26-4914-b47f-6c4958e94146","IUPHAR Ligand:355","KEGG Compound:C06951","National Drug Code Directory:0378-1610-01","PubChem Compound:3042","PubChem Substance:46505371","PubChem Substance:9166","Therapeutic Targets Database:DAP001118","Web Resource:http://en.wikipedia.org/wiki/Dicyclomine"		No	""ATC:A03AA(Synthetic anticholinergics, esters with tertiary amino group)"","NDFRT:N0000147808(DICYCLOMINE)","RxNorm:3361(Dicyclomine)","UMLS:C0012125(Dicyclomine)"
PA449301	didanosine	"DDI","Dideoxyinosine"	"Videx EC","Videx"		Drug/Small Molecule	"ChEBI:490877","ChemSpider:45864","DrugBank:DB00900","Drugs Product Database (DPD):2244596","FDA Drug Label at DailyMed:d4401ca0-98ae-af38-84c7-2f615d0706b9","HET:2DI","KEGG Compound:C06953","KEGG Drug:D00296","National Drug Code Directory:0087-6632-41","PDB:2DI","PubChem Compound:50599","PubChem Substance:189028","PubChem Substance:46506255","Therapeutic Targets Database:DNC000528","Web Resource:http://en.wikipedia.org/wiki/Didanosine"		No	"ATC:J05AF(Nucleoside and nucleotide reverse transcriptase inhibitors)","NDFRT:N0000148104(DIDANOSINE)","RxNorm:3364(Didanosine)","UMLS:C0012133(Didanosine)"
PA164745534	dienestrol	"Dehydrostilbestrol","Dienoestrol","Dienesterol","Dehydrostilboestrol"	"Oestrasid","Synestrol","Oestrovis","Willnestrol","Oestroral","Cycladiene","Estroral","DV","Dinovex","Follormon","Oestrodiene","Estragard","Gynefollin","Oestrodienol","Hormofemin","Isodienestrol","Retalon","Dinestrol","Agaldog","Dienol","Sexadien","Dienoestrol BP","Estraguard","para-Dien","Estrodienol","Teserene","Restrol"		Drug/Small Molecule	"ChEBI:4518","DrugBank:DB00890","Drugs Product Database (DPD):441295","KEGG Compound:C08090","KEGG Drug:D00898","PubChem Compound:3049","PubChem Substance:10290","Therapeutic Targets Database:DAP001015","Web Resource:http://en.wikipedia.org/wiki/Dienestrol"		No	""ATC:G03CB(Synthetic estrogens, plain)"",""ATC:G03CC(Estrogens, combinations with other drugs)"","NDFRT:N0000146879(DIENESTROL)","RxNorm:3368(Dienestrol)","UMLS:C0012145(Dienestrol)"
PA164712685	Diet Formulations For Treatment Of Obesity				Drug Class	null		No	"ATC:V06A(Diet Formulations For Treatment Of Obesity)"
PA164748883	diethylcarbamazine	"Ethodryl","Diethyl carbamazine","Carbilazine","Carbamazine","Ditrazine base"	"Hetrazan","Notezine","Caricide","Cypip","Decacide","Spatonin","Caracide","Banocide","Bitirazine"	"Filaribits Plus 180/136mg Chewable Tablet (Diethylcarbamazine citrate + Oxibendazole)"	Drug/Small Molecule	"BindingDB:50024883","ChemSpider:2944","DrugBank:DB00711","Drugs Product Database (DPD):346667","KEGG Compound:C07968","KEGG Drug:D00803","PubChem Compound:3052","PubChem Substance:10169","PubChem Substance:46506830","Therapeutic Targets Database:DAP000914","Web Resource:http://en.wikipedia.org/wiki/Diethylcarbamazine"		No	"ATC:P02CB(Piperazine and derivatives)","NDFRT:N0000167124(Diethylcarbamazine [Chemical/Ingredient])","RxNorm:3384(Diethylcarbamazine)","UMLS:C0012191(Diethylcarbamazine)"
PA164778098	diethylpropion	"Diethylcathinone","Amfepramone Hydrochloride","DEA No. 1610","alpha-Diethylaminopropiophenone","Amphepramonum hydrochloride","Diethylpropion HCL","Diethylpropione hydrochloride","Diethylpropion Hydrochloride","Anfepramona [INN-Spanish]","alpha-Benzoyltriethylamine","Amfepramone HCL","Diethylpropione","Amfepramonum [INN-Latin]"	"Obesitex","Silutin","Prefamone","Neobes","Amphepramon","Keramik","Keramin","Adiposon","Dobesin","Reginon","Anorex","Regenon","Cegramine","Tenuate","Danylen","Frekentine","Moderatan","Nopropiophenone","Tylinal","Tenuate hydrochloride","Tepanil Ten-tab","Amfepramon","Anfamon","Amfepramone","Tepanil","Tenuate Dospan","Derfon","Amphepramone","Magrene","Modulor","Parabolin","Regenon hydrochloride"		Drug/Small Molecule	"ChEBI:4530","ChemSpider:6762","DrugBank:DB00937","Drugs Product Database (DPD):2047675","FDA Drug Label at DailyMed:701ba14c-e668-4308-8430-765a7aad47fa","KEGG Compound:C06954","National Drug Code Directory:64720-208-10","PubChem Compound:7029","PubChem Substance:46506622","PubChem Substance:9169","Therapeutic Targets Database:DAP001452","Web Resource:http://en.wikipedia.org/wiki/Diethylpropion"		No	"ATC:A08AA(Centrally acting antiobesity products)","NDFRT:N0000147809(DIETHYLPROPION)","RxNorm:3389(Diethylpropion)","UMLS:C0012201(Diethylpropion)"
PA449307	diethylstilbestrol	"DEB","Percutatrine oestrogenique iscovesco","Rcra waste number U089","trans-Diethylstilbesterol","DES","Diethylstilboesterol","trans-Diethylstilbestrol","trans-Diethylstilboesterol","Dietilestilbestrol","Diethylstilbesterol","Diethylstilbestrol BP"	"Pabestrol","Stilboefral","Stilbestrol","Climaterine","Estromenin","Synestrin","Oestrol vetag","Domestrol","Synthoestrin","Hi-Bestrol","Syntofolin","neo-Oestranol 1","Stilbetin","Tylosterone","Agostilben","Bio-des","Cyren A","Follidiene","Comestrol estrobene","Sintestrol","Dawe's destrol","DiBestrol 2 Premix","Stilphostrol","Tampovagan stilboestrol","Estril","Antigestil","Bufon","Cyren","Idroestril","Estrogenine","Grafestrol","Acnestrol","Dibestrol","Protectona","Serral","Sexocretin","Synthofolin","Destrol","Stilbestroform","Menostilbeen","Stil","Stilbofollin","Dicorvin","Oestrogenine","Stilbol","Sibol","Stilbofolin","Di-Estryl","Stil-Rol","Estrosyn","Milestrol","Vagestrol","Sedestran","Makarol","strobene","Estilbin MCO","Oestromenin","Synthestrin","Iscovesco","Stilboestrol","Comestrol","Neo-Oestranol I","Rumestrol 2","Rumestrol 1","Estrobene","Oestromienin","Stilkap","Estilben","Stilbestrone","Gynopharm","Desma","Oestromensyl","Micrest","Fonatol","Diastyl","Microest","Stilboestroform","Oestromon","Dyestrol","New-Estranol 1","Distilbene","Oestromensil","Palestrol","OeKolp","Stibilium"		Drug/Small Molecule	"ChEBI:4531","ChemSpider:2946","DrugBank:DB00255","Drugs Product Database (DPD):2100304","HET:DES","KEGG Compound:C07620","KEGG Drug:D00577","PDB:DES","PubChem Compound:3054","PubChem Compound:448537","PubChem Substance:46507453","PubChem Substance:9822","Therapeutic Targets Database:DAP001011","Web Resource:http://en.wikipedia.org/wiki/Diethylstilbestrol"	CC/C(=C(/CC)\c1ccc(cc1)O)/c2ccc(cc2)O	No	""ATC:G03CB(Synthetic estrogens, plain)"",""ATC:G03CC(Estrogens, combinations with other drugs)"","ATC:L02AA(Estrogens)","NDFRT:N0000145815(DIETHYLSTILBESTROL)","RxNorm:3390(Diethylstilbestrol)","UMLS:C0012203(Diethylstilbestrol)"
PA134653756	diflomotecan				Drug/Small Molecule	null		No	null
PA164749408	diflorasone	"Diflorasone Diacetate"	"Florone E","Maxiflor","Florone","Psorcon"		Drug/Small Molecule	"ChEBI:59750","DrugBank:DB00223","Drugs Product Database (DPD):481807","FDA Drug Label at DailyMed:b20c9420-8fb4-4a49-93f0-c0e4074d6d71","KEGG Drug:D01327","National Drug Code Directory:51672-1296-1","PubChem Compound:71414","PubChem Substance:7848390","Therapeutic Targets Database:DAP001184","Web Resource:http://en.wikipedia.org/wiki/Diflorasone"		No	""ATC:D07AC(Corticosteroids, potent (group III))"","MeSH:C014477(diflorasone diacetate)","NDFRT:N0000147811(DIFLORASONE)","RxNorm:91311(Diflorasone)","UMLS:C0304612(Diflorasone)"
PA449313	diflunisal		"Dolobil","Difludol","Dolisal","Fluniget","Flustar","Dolobid","Dolobis","Flovacil","Fluodonil","Adomal"		Drug/Small Molecule	"ChEBI:39669","ChEBI:4538","ChemSpider:2951","DrugBank:DB00861","Drugs Product Database (DPD):2058413","HET:FHI","KEGG Compound:C01691","KEGG Drug:D00130","National Drug Code Directory:54868-3049-3","PDB:FHI","PubChem Compound:3059","PubChem Substance:46507807","PubChem Substance:4832","Therapeutic Targets Database:DAP000152","Web Resource:http://en.wikipedia.org/wiki/Diflunisal"	c1cc(c(cc1c2ccc(cc2F)F)C(=O)O)O	No	"ATC:N02BA(Salicylic acid and derivatives)","NDFRT:N0000146300(DIFLUNISAL)","RxNorm:3393(Diflunisal)","UMLS:C0012228(Diflunisal)"
PA165958405	difluprednate	"difluoroprednisolone butyrate acetate","dfba"	"Durezol"		Drug/Small Molecule	"ChemSpider:391990","DrugBank:DB06781","PubChem Compound:443936","PubChem Substance:99443292"		No	""ATC:D07AC(Corticosteroids, potent (group III))"","NDFRT:N0000176167(DIFLUPREDNATE)","RxNorm:23043(difluprednate)","UMLS:C0058004(difluprednate)"
PA164712687	Digestives, Incl. Enzymes	""Digestives, Incl. Enzymes""			Drug Class	null		No	""ATC:A09(Digestives, Incl. Enzymes)"",""ATC:A09A(Digestives, Incl. Enzymes)""
PA452244	digitalis glycosides				Drug Class	null		No	"ATC:C01AA(Digitalis glycosides)","NDFRT:N0000029117([CV050] DIGITALIS GLYCOSIDES)","UMLS:C0012253([CV050] DIGITALIS GLYCOSIDES)"
PA449316	digitoxin	"Digitoksin","Digitalin","Digitoxoside","Digitoxinum"	"Tardigal","Unidigin","Crystodigin"		Drug/Small Molecule	"ChEBI:28544","ChemSpider:389987","DrugBank:DB01396","Drugs Product Database (DPD):2236621","KEGG Compound:C06955","KEGG Drug:D00297","PubChem Compound:441207","PubChem Substance:46506035","PubChem Substance:7847363","Therapeutic Targets Database:DAP000120","Web Resource:http://en.wikipedia.org/wiki/Digitoxin"		No	"ATC:C01AA(Digitalis glycosides)","NDFRT:N0000145817(DIGITOXIN)","RxNorm:3403(Digitoxin)","UMLS:C0012258(Digitoxin)"
PA449319	digoxin	"Digitalis Glycoside"	"Dixina","Digacin","Cordioxil","Rougoxin","Lanacrist","Homolle's Digitalin","Neodioxanin","Cardoxin","Longdigox","Stillacor","Digitekt","SK-Digoxin","Cogoxin","Lanoxicaps","Lanoxin","Davoxin","Lanicor","Neo-Lanicor","Digoxin Pediatric","Dilanacin","Lanacordin","Vanoxin","Lenoxicaps","Dynamos","Dokim","Lenoxin","Eudigox"		Drug/Small Molecule	"BindingDB:50115625","ChEBI:4551","ClinicalTrials.gov:NCT01005602","DrugBank:DB00390","Drugs Product Database (DPD):2242323","KEGG Compound:C06956","KEGG Drug:D00298","National Drug Code Directory:62584-989-01","PubChem Compound:30322","PubChem Substance:172469","Therapeutic Targets Database:DAP000744","Web Resource:http://en.wikipedia.org/wiki/Digoxin"		No	"ATC:C01AA(Digitalis glycosides)","ATC:V03AB(Antidotes)","NDFRT:N0000146388(DIGOXIN)","RxNorm:3407(Digoxin)","UMLS:C0012265(Digoxin)"
PA164769030	digoxin immune fab	""Ig gamma-2A chain C region, A allele""	"DigiFab"		Drug/Small Molecule	"DrugBank:DB00076","Drugs Product Database (DPD):2146967","FDA Drug Label at DailyMed:6832767f-db6b-4eea-b88b-bdfc905749e1","National Drug Code Directory:0281-0365-10"		No	"ATC:V03AB(Antidotes)","NDFRT:N0000021229(DIGOXIN IMMUNE FAB)","UMLS:C0700607(DIGOXIN IMMUNE FAB)"
PA164743028	dihydroergotamine	"Dihydroergotaminum [INN-Latin]","Dihydroergotamine mesylate",""9,10-dihydro-ergotamine"","Dihydroergotamine monomethanesulfonate","Dihidroergotamina [INN-Spanish]","Dihydroergotamine methanesulfonate"	"Dergotamine","Ikaran","Verladyn","Endophleban","D.H.E.","D.H.E. 45","DHE-45","Agit","Ergont","DET MS","Tonopres","Orstanorm","Dihydergot","Dirgotarl","Ergotonin","Diergo","Angionorm","Ergomimet","Morena","Migranal"		Drug/Small Molecule	"ChEBI:4562","ChemSpider:10091","DrugBank:DB00320","Drugs Product Database (DPD):2241163","FDA Drug Label at DailyMed:111f628a-7e1e-4d47-8ac1-f898cbfc9b74","IUPHAR Ligand:121","KEGG Compound:C07798","National Drug Code Directory:0574-0850-05","PubChem Compound:10531","PubChem Substance:153817","PubChem Substance:46507711","Therapeutic Targets Database:DAP000078","Web Resource:http://en.wikipedia.org/wiki/Dihydroergotamine"		No	"ATC:N02CA(Ergot alkaloids)","NDFRT:N0000147813(DIHYDROERGOTAMINE)","RxNorm:3418(Dihydroergotamine)","UMLS:C0012291(Dihydroergotamine)"
PA164752819	dihydroergotoxine				Drug/Small Molecule	"ChemSpider:4925595","DrugBank:DB01287","PubChem Compound:6420006","PubChem Substance:10321698","PubChem Substance:46505136","Therapeutic Targets Database:DAP000852"		No	"NDFRT:N0000181828(DIHYDROERGOTOXINE)","RxNorm:3419(Dihydroergotoxine)","UMLS:C0012294(Dihydroergotoxine)"
PA164712688	Dihydropyridine derivatives				Drug Class	null		No	"ATC:C08CA(Dihydropyridine derivatives)"
PA164744345	dihydrotachysterol	"Vitamin D4","Dihydrotachysterol"	"Dihydral","Antitanil","Parterol","DHT Intensol","Calcamine","Tachystin","Hytakerol","Dichystrolum","Dygratyl"		Drug/Small Molecule	"ChEBI:4591","DrugBank:DB01070","Drugs Product Database (DPD):2017601","KEGG Compound:C06957","KEGG Drug:D00299","PubChem Compound:5281010","PubChem Substance:149136","Therapeutic Targets Database:DAP000365","Web Resource:http://en.wikipedia.org/wiki/Dihydrotachysterol"		No	"ATC:A11CC(Vitamin D and analogues)","NDFRT:N0000029460([VT503] DIHYDROTACHYSTEROL)","RxNorm:3429(Dihydrotachysterol)","UMLS:C0012319(Dihydrotachysterol)"
PA164746763	dihydroxyaluminium				Drug/Small Molecule	"ChemSpider:17615602","DrugBank:DB01375","PubChem Compound:16683036","PubChem Compound:18502861","PubChem Substance:179984","PubChem Substance:46505934","Therapeutic Targets Database:DAP000798","Web Resource:http://en.wikipedia.org/wiki/Aluminium_monostearate"		No	null
